depart_nom,depart_latitude,depart_longitude,depart_agglomeration,arrive_latitude,arrive_longitude,arrive_nom,arrive_agglomeration,distance,virages,embouteillage,prix
Centre des handicapes,3.863966,11.490792,2,3.876103,11.497105,mokolo-marché,5,2.3,7,5,150
Centre des handicapes,3.863967,11.490793,2,3.864167,11.496965,Total Melen,4,7.5,3,3,100
Centre des handicapes,3.863968,11.490794,2,3.862409,11.504112,Carefour EMIA,1,1.614,7,3,350
Centre des handicapes,3.863969,11.490795,2,3.892244,11.511425,Bastos(carrefour),2,5.297,14,3,350
Centre des handicapes,3.863970,11.490796,2,3.876147,11.489672,Cité verte,2,2.3,10,1,150
Centre des handicapes,3.863971,11.490797,2,3.882253,11.486947,Madagascar,2,2.2,14,3,250
Centre des handicapes,3.863972,11.490798,2,3.987950,11.565433,Carriere,3,3.7,9,2,250
Centre des handicapes,3.863973,11.490799,2,3.896936,11.507444,Bastos,1,6.4,14,2,350
Centre des handicapes,3.863974,11.490800,2,3.889307,11.495470,Nkom-kana,4,4.3,14,2,300
Centre des handicapes,3.863975,11.490801,2,3.871170 ,11.455157,Nkolbisson,3,4.7,14,1,200
Centre des handicapes,3.863976,11.490802,2,3.884218,11.506428,Tsinga,3,4.4,13,2,300
Centre des handicapes,3.863977,11.490803,2,3.873974,11.509291,Briqueterie,5,2.9,14,5,250
Centre des handicapes,3.863978,11.490804,2,3.878457,11.510559,Ecole de police(pharmacie),3,3.9,17,2,300
Centre des handicapes,3.863979,11.490805,2,3.850885,11.500766,Ecole des postes(immeuble cyberlink),2,2.5,5,3,300
Centre des handicapes,3.863980,11.490806,2,3.863715,11.545285,Emombo(Chapelle),2,7.6,5,3,500
Centre des handicapes,3.863981,11.490807,2,3.868167,11.559176,Mimboman(don bosco),3,10.6,13,2,500
Centre des handicapes,3.863982,11.490808,2,3.869619,11.542298,Essos(marché),5,7.4,7,3,400
Centre des handicapes,3.863983,11.490809,2,3.882799,11.537976,Omnisport,3,8.7,11,5,400
Centre des handicapes,3.863984,11.490810,2,3.897352,11.550365,Ngousso(station),5,10.5,8,5,400
Centre des handicapes,3.863985,11.490811,2,3.815869,11.489237,Damas(rond point),3,7,5,3,250
Centre des handicapes,3.863986,11.490812,2,3.831629,11.489602,Tam-tam,1,5.2,4,1,200
Centre des handicapes,3.863987,11.490813,2,3.835291,11.494906,Nsimeyong(pharmacie),2,4.6,4,3,250
Centre des handicapes,3.863988,11.490814,2,3.841461,11.488748,Accacia(marché),5,3.4,4,1,100
Centre des handicapes,3.863989,11.490815,2,3.916084,11.523966,Etoudi(marché),5,9.7,8,3,300
Centre des handicapes,3.863990,11.490816,2,3.915474,11.531633,Santa barbara(cyberlink),3,10.8,14,3,300
Centre des handicapes,3.863991,11.490817,2,3.924443,11.522115,Emana,4,10.4,7,3,400
Centre des handicapes,3.863992,11.490818,2,3.969259,11.544474,(Mission Catholique)Nkozoa,3,16.6,7,2,500
Centre des handicapes,3.863993,11.490819,2,3.883732,11.519217,Nlongkak,3,5.4,8,3,300
Centre des handicapes,3.863994,11.490820,2,3.863793,11.540184,Anguissa(lycée),2,7.7,8,1,350
Centre des handicapes,3.863995,11.490821,2,3.843894,11.535655,Ekounou,3,6.5,8,3,350
Centre des handicapes,3.863996,11.490822,2,3.811649,11.523198,Mvan,5,9.3,8,5,400
Centre des handicapes,3.863997,11.490823,2,3.850423,11.522540,Mvog-bi,4,4.8,7,3,300
Centre des handicapes,3.863998,11.490824,2,3.842369,11.508273,(Basilique Marie Reine des Apotres)Mvolyé,4,3.8,4,4,250
Centre des handicapes,3.863999,11.490825,2,3.879979,11.481272,Fouda,2,4,8,5,300
Centre des handicapes,3.864000,11.490826,2,3.865518,11.513821,Marché central,5,3.9,7,2,250
Centre des handicapes,3.864001,11.490827,2,3.836345,11.469223,Mendong(carrefour banane),5,5,8,1,150
Centre des handicapes,3.864002,11.490828,2,3.899579,11.525473,(Lycée)Mballa II,2,7.4,7,2,300
Centre des handicapes,3.864003,11.490829,2,3.852458,11.498892,Cradat(restaurant),3,2.2,5,4,250
Centre des handicapes,3.864004,11.490830,2,3.839471,11.507801,Efoulan(carrefour club france),1,5.1,4,3,250
Centre des handicapes,3.864005,11.490831,2,3.900994,11.558921,Eleveur (tradex college ebanda),3,11.4,8,5,500
Centre des handicapes,3.864006,11.490832,2,3.863931,11.528186,Mvog-ada,3,5.7,6,3,300
Centre des handicapes,3.864007,11.490833,2,3.875079,11.516893,hotel de ville(avenue des banques),2,4.5,7,2,300
Centre des handicapes,3.864008,11.490834,2,3.840961,11.477819,TKC(carrefour),3,3.7,3,3,100
Centre des handicapes,3.864009,11.490835,2,3.869610,11.485476,Carrefour MEEC,1,1.1,3,1,100
Centre des handicapes,3.864010,11.490836,2,3.849396,11.520556,Mvog Atangana Mballa(pharmacie),3,4.7,6,3,300
Centre des handicapes,3.864011,11.490837,2,3.859047,11.505877,Ngoa Ekélé (lycée),4,2,5,2,150
Centre des handicapes,3.864012,11.490838,2,3.856842,11.504406,Chateau(Université de Yaoundé I),5,2.8,7,2,200
Centre des handicapes,3.864013,11.490839,2,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,8.8,13,3,500
mokolo-marché,3.876103,11.497105,5,3.864167,11.496965,Total Melen,4,1.6,4,2,100
mokolo-marché,3.876104,11.497106,5,3.862409,11.504112,Carefour EMIA,1,2.7,4,3,150
mokolo-marché,3.876105,11.497107,5,3.892244,11.511425,Bastos(carrefour),2,4.3,4,3,150
mokolo-marché,3.876106,11.497108,5,3.876147,11.489672,Cité verte,2,1.5,6,3,100
mokolo-marché,3.876107,11.497109,5,3.882253,11.486947,Madagascar,2,1.5,2,4,150
mokolo-marché,3.876108,11.497110,5,3.896936,11.507444,Bastos,1,4.5,4,3,150
mokolo-marché,3.876109,11.497111,5,3.889307,11.495470,Nkom-kana,4,2,4,3,100
mokolo-marché,3.876110,11.497112,5,3.871170 ,11.455157,Nkolbisson,3,6.3,6,2,200
mokolo-marché,3.876111,11.497113,5,3.884218,11.506428,Tsinga,3,1.7,5,2,150
mokolo-marché,3.876112,11.497114,5,3.873974,11.509291,Briqueterie,5,1.5,4,2,100
mokolo-marché,3.876113,11.497115,5,3.878457,11.510559,Ecole de police(pharmacie),3,2.5,7,3,150
mokolo-marché,3.876114,11.497116,5,3.850885,11.500766,Ecole des postes(immeuble cyberlink),2,4,8,3,250
mokolo-marché,3.876115,11.497117,5,3.863715,11.545285,Emombo(Chapelle),2,6.3,8,3,300
mokolo-marché,3.876116,11.497118,5,3.868167,11.559176,Mimboman(don bosco),3,8.2,13,2,300
mokolo-marché,3.876117,11.497119,5,3.869619,11.542298,Essos(marché),5,6.1,9,4,250
mokolo-marché,3.876118,11.497120,5,3.882799,11.537976,Omnisport,3,7,13,5,250
mokolo-marché,3.876119,11.497121,5,3.897352,11.550365,Ngousso(station),5,8.8,7,5,300
mokolo-marché,3.876120,11.497122,5,3.815869,11.489237,Damas(rond point),3,10.4,9,3,400
mokolo-marché,3.876121,11.497123,5,3.831629,11.489602,Tam-tam,1,6.9,9,3,350
mokolo-marché,3.876122,11.497124,5,3.835291,11.494906,Nsimeyong(pharmacie),2,6.1,12,3,350
mokolo-marché,3.876123,11.497125,5,3.841461,11.488748,Accacia(marché),5,4.7,6,3,250
mokolo-marché,3.876124,11.497126,5,3.916084,11.523966,Etoudi(marché),5,7.9,6,2,150
mokolo-marché,3.876125,11.497127,5,3.915474,11.531633,Santa barbara(cyberlink),3,9,17,3,400
mokolo-marché,3.876126,11.497128,5,3.924443,11.522115,Emana,4,8.6,11,3,250
mokolo-marché,3.876127,11.497129,5,3.969259,11.544474,(Mission Catholique)Nkozoa,3,14.9,7,2,300
mokolo-marché,3.876128,11.497130,5,3.883732,11.519217,Nlongkak,3,3.9,10,2,150
mokolo-marché,3.876129,11.497131,5,3.863793,11.540184,Anguissa(lycée),2,6,11,3,200
mokolo-marché,3.876130,11.497132,5,3.843894,11.535655,Ekounou,3,6.9,10,3,250
mokolo-marché,3.876131,11.497133,5,3.811649,11.523198,Mvan,5,10.5,8,4,500
mokolo-marché,3.876132,11.497134,5,3.850423,11.522540,Mvog-bi,4,4.6,9,3,200
mokolo-marché,3.876133,11.497135,5,3.842369,11.508273,(Basilique Marie Reine des Apotres)Mvolyé,4,6.2,7,4,300
mokolo-marché,3.876134,11.497136,5,3.879979,11.481272,Fouda,2,2.3,5,3,150
mokolo-marché,3.876135,11.497137,5,3.865518,11.513821,Marché central,5,2.8,11,2,100
mokolo-marché,3.876136,11.497138,5,3.836345,11.469223,Mendong(carrefour banane),5,8,10,3,250
mokolo-marché,3.876137,11.497139,5,3.899579,11.525473,(Lycée)Mballa II,2,5.7,11,2,250
mokolo-marché,3.876138,11.497140,5,3.852458,11.498892,Cradat(restaurant),3,3.8,9,2,200
mokolo-marché,3.876139,11.497141,5,3.839471,11.507801,Efoulan(carrefour club france),1,7.1,9,3,300
mokolo-marché,3.876140,11.497142,5,3.900994,11.558921,Eleveur (tradex college ebanda),3,9.7,18,5,500
mokolo-marché,3.876141,11.497143,5,3.863931,11.528186,Mvog-ada,3,4.3,7,4,150
mokolo-marché,3.876142,11.497144,5,3.875079,11.516893,hotel de ville(avenue des banques),2,3,7,2,100
mokolo-marché,3.876143,11.497145,5,3.840961,11.477819,TKC(carrefour),3,6.3,7,4,250
mokolo-marché,3.876144,11.497146,5,3.869610,11.485476,Carrefour MEEC,1,2.7,5,1,100
mokolo-marché,3.876145,11.497147,5,3.849396,11.520556,Mvog Atangana Mballa(pharmacie),3,4.7,9,3,200
mokolo-marché,3.876146,11.497148,5,3.859047,11.505877,Ngoa Ekélé (lycée),4,3.3,7,2,150
mokolo-marché,3.876147,11.497149,5,3.856842,11.504406,Chateau(Université de Yaoundé I),5,3.7,7,2,150
mokolo-marché,3.876148,11.497150,5,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,9,13,3,500
Total Melen,3.864167,11.496965,4,3.862409,11.504112,Carefour EMIA,1,1.614,1,1,100
Total Melen,3.864168,11.496966,4,3.892244,11.511425,Bastos(carrefour),2,4.597,10,2,200
Total Melen,3.864169,11.496967,4,3.876147,11.489672,Cité verte,2,2,7,2,150
Total Melen,3.864170,11.496968,4,3.882253,11.486947,Madagascar,2,3.6,8,3,200
Total Melen,3.864171,11.496969,4,3.896936,11.507444,Bastos,1,6.7,15,2,200
Total Melen,3.864172,11.496970,4,3.889307,11.495470,Nkom-kana,4,4.3,13,3,150
Total Melen,3.864173,11.496971,4,3.871170 ,11.455157,Nkolbisson,3,5.8,8,1,250
Total Melen,3.864174,11.496972,4,3.884218,11.506428,Tsinga,3,3,9,3,150
Total Melen,3.864175,11.496973,4,3.873974,11.509291,Briqueterie,5,2.9,4,3,100
Total Melen,3.864176,11.496974,4,3.878457,11.510559,Ecole de police(pharmacie),3,3.9,8,3,200
Total Melen,3.864177,11.496975,4,3.850885,11.500766,Ecole des postes(immeuble cyberlink),2,2.5,6,1,150
Total Melen,3.864178,11.496976,4,3.863715,11.545285,Emombo(Chapelle),2,6.9,9,3,250
Total Melen,3.864179,11.496977,4,3.868167,11.559176,Mimboman(don bosco),3,8.9,14,3,300
Total Melen,3.864180,11.496978,4,3.869619,11.542298,Essos(marché),5,6.7,10,3,250
Total Melen,3.864181,11.496979,4,3.882799,11.537976,Omnisport,3,7.9,11,5,250
Total Melen,3.864182,11.496980,4,3.897352,11.550365,Ngousso(station),5,5.9,11,5,300
Total Melen,3.864183,11.496981,4,3.815869,11.489237,Damas(rond point),3,8.4,8,3,350
Total Melen,3.864184,11.496982,4,3.831629,11.489602,Tam-tam,1,5.6,6,2,250
Total Melen,3.864185,11.496983,4,3.835291,11.494906,Nsimeyong(pharmacie),2,4.8,6,2,200
Total Melen,3.864186,11.496984,4,3.841461,11.488748,Accacia(marché),5,3.5,9,3,150
Total Melen,3.864187,11.496985,4,3.916084,11.523966,Etoudi(marché),5,8.9,7,2,250
Total Melen,3.864188,11.496986,4,3.915474,11.531633,Santa barbara(cyberlink),3,10,11,2,400
Total Melen,3.864189,11.496987,4,3.924443,11.522115,Emana,4,8.9,7,2,350
Total Melen,3.864190,11.496988,4,3.969259,11.544474,(Mission Catholique)Nkozoa,3,15.9,7,3,500
Total Melen,3.864191,11.496989,4,3.883732,11.519217,Nlongkak,3,4.7,9,2,250
Total Melen,3.864192,11.496990,4,3.863793,11.540184,Anguissa(lycée),2,6.7,8,3,250
Total Melen,3.864193,11.496991,4,3.843894,11.535655,Ekounou,3,5.8,11,3,300
Total Melen,3.864194,11.496992,4,3.811649,11.523198,Mvan,5,8.7,14,5,500
Total Melen,3.864195,11.496993,4,3.850423,11.522540,Mvog-bi,4,4.1,9,3,200
Total Melen,3.864196,11.496994,4,3.842369,11.508273,(Basilique Marie Reine des Apotres)Mvolyé,4,4.3,6,4,250
Total Melen,3.864197,11.496995,4,3.879979,11.481272,Fouda,2,3.4,11,4,250
Total Melen,3.864198,11.496996,4,3.865518,11.513821,Marché central,5,3.2,12,2,100
Total Melen,3.864199,11.496997,4,3.836345,11.469223,Mendong(carrefour banane),5,6.1,16,3,250
Total Melen,3.864200,11.496998,4,3.899579,11.525473,(Lycée)Mballa II,2,6.6,8,2,300
Total Melen,3.864201,11.496999,4,3.852458,11.498892,Cradat(restaurant),3,2.4,5,2,100
Total Melen,3.864202,11.497000,4,3.839471,11.507801,Efoulan(carrefour club france),1,5.2,8,2,300
Total Melen,3.864203,11.497001,4,3.900994,11.558921,Eleveur (tradex college ebanda),3,10.7,17,5,400
Total Melen,3.864204,11.497002,4,3.863931,11.528186,Mvog-ada,3,5.2,8,3,300
Total Melen,3.864205,11.497003,4,3.875079,11.516893,hotel de ville(avenue des banques),2,4.2,9,2,200
Total Melen,3.864206,11.497004,4,3.840961,11.477819,TKC(carrefour),3,4.8,8,3,200
Total Melen,3.864207,11.497005,4,3.869610,11.485476,Carrefour MEEC,1,2.1,6,1,100
Total Melen,3.864208,11.497006,4,3.849396,11.520556,Mvog Atangana Mballa(pharmacie),3,3.2,8,3,200
Total Melen,3.864209,11.497007,4,3.859047,11.505877,Ngoa Ekélé (lycée),4,1.3,5,2,100
Total Melen,3.864210,11.497008,4,3.856842,11.504406,Chateau(Université de Yaoundé I),5,1.6,5,2,100
Total Melen,3.864211,11.497009,4,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,8.1,11,3,400
Carefour EMIA,3.862409,11.504112,1,3.892244,11.511425,Bastos(carrefour),2,4.9,6,2,300
Carefour EMIA,3.862410,11.504113,1,3.876147,11.489672,Cité verte,2,2.9,10,2,200
Carefour EMIA,3.862411,11.504114,1,3.882253,11.486947,Madagascar,2,4.4,7,3,200
Carefour EMIA,3.862412,11.504115,1,3.896936,11.507444,Bastos,1,5.9,9,3,300
Carefour EMIA,3.862413,11.504116,1,3.889307,11.495470,Nkom-kana,4,4.9,7,3,150
Carefour EMIA,3.862414,11.504117,1,3.871170 ,11.455157,Nkolbisson,3,6.3,5,2,300
Carefour EMIA,3.862415,11.504118,1,3.884218,11.506428,Tsinga,3,4.5,8,3,250
Carefour EMIA,3.862416,11.504119,1,3.873974,11.509291,Briqueterie,5,2.1,4,3,250
Carefour EMIA,3.862417,11.504120,1,3.878457,11.510559,Ecole de police(pharmacie),3,3.1,6,4,250
Carefour EMIA,3.862418,11.504121,1,3.850885,11.500766,Ecole des postes(immeuble cyberlink),2,1.8,4,3,100
Carefour EMIA,3.862419,11.504122,1,3.863715,11.545285,Emombo(Chapelle),2,5.9,7,3,300
Carefour EMIA,3.862420,11.504123,1,3.868167,11.559176,Mimboman(don bosco),3,7.8,12,3,350
Carefour EMIA,3.862421,11.504124,1,3.869619,11.542298,Essos(marché),5,5.7,8,4,300
Carefour EMIA,3.862422,11.504125,1,3.882799,11.537976,Omnisport,3,5.9,11,5,250
Carefour EMIA,3.862423,11.504126,1,3.897352,11.550365,Ngousso(station),5,9,13,5,400
Carefour EMIA,3.862424,11.504127,1,3.815869,11.489237,Damas(rond point),3,7.7,6,2,350
Carefour EMIA,3.862425,11.504128,1,3.831629,11.489602,Tam-tam,1,5.1,6,3,300
Carefour EMIA,3.862426,11.504129,1,3.835291,11.494906,Nsimeyong(pharmacie),2,4.3,6,3,300
Carefour EMIA,3.862427,11.504130,1,3.841461,11.488748,Accacia(marché),5,4,6,4,250
Carefour EMIA,3.862428,11.504131,1,3.916084,11.523966,Etoudi(marché),5,8.1,7,3,200
Carefour EMIA,3.862429,11.504132,1,3.915474,11.531633,Santa barbara(cyberlink),3,9.2,8,3,400
Carefour EMIA,3.862430,11.504133,1,3.924443,11.522115,Emana,4,8.8,7,3,400
Carefour EMIA,3.862431,11.504134,1,3.969259,11.544474,(Mission Catholique)Nkozoa,3,15.1,6,2,500
Carefour EMIA,3.862432,11.504135,1,3.883732,11.519217,Nlongkak,3,3.9,7,3,250
Carefour EMIA,3.862433,11.504136,1,3.863793,11.540184,Anguissa(lycée),2,6.1,10,2,400
Carefour EMIA,3.862434,11.504137,1,3.843894,11.535655,Ekounou,3,5,9,3,300
Carefour EMIA,3.862435,11.504138,1,3.811649,11.523198,Mvan,5,7.7,6,5,350
Carefour EMIA,3.862436,11.504139,1,3.850423,11.522540,Mvog-bi,4,3.3,7,3,250
Carefour EMIA,3.862437,11.504140,1,3.842369,11.508273,(Basilique Marie Reine des Apotres)Mvolyé,4,3.5,5,4,200
Carefour EMIA,3.862438,11.504141,1,3.879979,11.481272,Fouda,2,4.1,8,5,200
Carefour EMIA,3.862439,11.504142,1,3.865518,11.513821,Marché central,5,2.4,5,2,100
Carefour EMIA,3.862440,11.504143,1,3.836345,11.469223,Mendong(carrefour banane),5,6.6,12,3,250
Carefour EMIA,3.862441,11.504144,1,3.899579,11.525473,(Lycée)Mballa II,2,5.9,4,2,300
Carefour EMIA,3.862442,11.504145,1,3.852458,11.498892,Cradat(restaurant),3,1.6,5,2,100
Carefour EMIA,3.862443,11.504146,1,3.839471,11.507801,Efoulan(carrefour club france),1,4.4,4,3,200
Carefour EMIA,3.862444,11.504147,1,3.900994,11.558921,Eleveur (tradex college ebanda),3,9.9,12,5,400
Carefour EMIA,3.862445,11.504148,1,3.863931,11.528186,Mvog-ada,3,3.9,6,5,150
Carefour EMIA,3.862446,11.504149,1,3.875079,11.516893,hotel de ville(avenue des banques),2,2.9,7,2,200
Carefour EMIA,3.862447,11.504150,1,3.840961,11.477819,TKC(carrefour),3,5.3,5,3,250
Carefour EMIA,3.862448,11.504151,1,3.869610,11.485476,Carrefour MEEC,1,2.7,5,2,100
Carefour EMIA,3.862449,11.504152,1,3.849396,11.520556,Mvog Atangana Mballa(pharmacie),3,2.9,7,3,150
Carefour EMIA,3.862450,11.504153,1,3.859047,11.505877,Ngoa Ekélé (lycée),4,0.5,3,2,100
Carefour EMIA,3.862451,11.504154,1,3.856842,11.504406,Chateau(Université de Yaoundé I),5,1,3,2,100
Carefour EMIA,3.862452,11.504155,1,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,7.3,10,3,400
Bastos(carrefour),3.892244,11.511425,2,3.876147,11.489672,Cité verte,2,4.6,8,3,250
Bastos(carrefour),3.892245,11.511426,2,3.882253,11.486947,Madagascar,2,4.5,7,3,250
Bastos(carrefour),3.892246,11.511427,2,3.896936,11.507444,Bastos,1,0.8,1,1,100
Bastos(carrefour),3.892247,11.511428,2,3.889307,11.495470,Nkom-kana,4,3.1,8,3,150
Bastos(carrefour),3.892248,11.511429,2,3.871170 ,11.455157,Nkolbisson,3,10.2,11,2,300
Bastos(carrefour),3.892249,11.511430,2,3.884218,11.506428,Tsinga,3,1.7,3,3,100
Bastos(carrefour),3.892250,11.511431,2,3.873974,11.509291,Briqueterie,5,3.1,7,3,250
Bastos(carrefour),3.892251,11.511432,2,3.878457,11.510559,Ecole de police(pharmacie),3,1.9,5,3,100
Bastos(carrefour),3.892252,11.511433,2,3.850885,11.500766,Ecole des postes(immeuble cyberlink),2,6.2,13,3,250
Bastos(carrefour),3.892253,11.511434,2,3.863715,11.545285,Emombo(Chapelle),2,6.9,9,3,250
Bastos(carrefour),3.892254,11.511435,2,3.868167,11.559176,Mimboman(don bosco),3,8.9,15,3,300
Bastos(carrefour),3.892255,11.511436,2,3.869619,11.542298,Essos(marché),5,6.7,11,4,300
Bastos(carrefour),3.892256,11.511437,2,3.882799,11.537976,Omnisport,3,4.5,9,5,250
Bastos(carrefour),3.892257,11.511438,2,3.897352,11.550365,Ngousso(station),5,5.3,11,5,250
Bastos(carrefour),3.892258,11.511439,2,3.815869,11.489237,Damas(rond point),3,11.1,11,3,400
Bastos(carrefour),3.892259,11.511440,2,3.831629,11.489602,Tam-tam,1,10,12,2,400
Bastos(carrefour),3.892260,11.511441,2,3.835291,11.494906,Nsimeyong(pharmacie),2,9.2,12,2,400
Bastos(carrefour),3.892261,11.511442,2,3.841461,11.488748,Accacia(marché),5,9.5,10,3,400
Bastos(carrefour),3.892262,11.511443,2,3.916084,11.523966,Etoudi(marché),5,4.7,4,3,300
Bastos(carrefour),3.892263,11.511444,2,3.915474,11.531633,Santa barbara(cyberlink),3,5.8,8,3,300
Bastos(carrefour),3.892264,11.511445,2,3.924443,11.522115,Emana,4,5.4,6,3,250
Bastos(carrefour),3.892265,11.511446,2,3.969259,11.544474,(Mission Catholique)Nkozoa,3,11.7,5,3,500
Bastos(carrefour),3.892266,11.511447,2,3.883732,11.519217,Nlongkak,3,2.5,6,2,150
Bastos(carrefour),3.892267,11.511448,2,3.863793,11.540184,Anguissa(lycée),2,6.7,14,2,250
Bastos(carrefour),3.892268,11.511449,2,3.843894,11.535655,Ekounou,3,7.6,10,3,300
Bastos(carrefour),3.892269,11.511450,2,3.811649,11.523198,Mvan,5,11.3,12,5,500
Bastos(carrefour),3.892270,11.511451,2,3.850423,11.522540,Mvog-bi,4,5.3,9,2,250
Bastos(carrefour),3.892271,11.511452,2,3.842369,11.508273,(Basilique Marie Reine des Apotres)Mvolyé,4,7,11,4,300
Bastos(carrefour),3.892272,11.511453,2,3.879979,11.481272,Fouda,2,5.3,9,5,350
Bastos(carrefour),3.892273,11.511454,2,3.865518,11.513821,Marché central,5,3.2,19,2,200
Bastos(carrefour),3.892274,11.511455,2,3.836345,11.469223,Mendong(carrefour banane),5,10.9,21,3,400
Bastos(carrefour),3.892275,11.511456,2,3.899579,11.525473,(Lycée)Mballa II,2,2.3,4,2,150
Bastos(carrefour),3.892276,11.511457,2,3.852458,11.498892,Cradat(restaurant),3,6.1,15,2,300
Bastos(carrefour),3.892277,11.511458,2,3.839471,11.507801,Efoulan(carrefour club france),1,7.2,13,3,400
Bastos(carrefour),3.892278,11.511459,2,3.900994,11.558921,Eleveur (tradex college ebanda),3,7.3,12,5,400
Bastos(carrefour),3.892279,11.511460,2,3.863931,11.528186,Mvog-ada,3,5,10,3,250
Bastos(carrefour),3.892280,11.511461,2,3.875079,11.516893,hotel de ville(avenue des banques),2,2.8,5,2,150
Bastos(carrefour),3.892281,11.511462,2,3.840961,11.477819,TKC(carrefour),3,9.7,14,3,400
Bastos(carrefour),3.892282,11.511463,2,3.869610,11.485476,Carrefour MEEC,1,5.6,11,2,250
Bastos(carrefour),3.892283,11.511464,2,3.849396,11.520556,Mvog Atangana Mballa(pharmacie),3,5.9,9,3,250
Bastos(carrefour),3.892284,11.511465,2,3.859047,11.505877,Ngoa Ekélé (lycée),4,4,13,2,250
Bastos(carrefour),3.892285,11.511466,2,3.856842,11.504406,Chateau(Université de Yaoundé I),5,5.2,13,2,250
Bastos(carrefour),3.892286,11.511467,2,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,9.7,26,3,500
Cité verte,3.876147,11.489672,2,3.882253,11.486947,Madagascar,2,1.7,7,4,100
Cité verte,3.876148,11.489673,2,3.896936,11.507444,Bastos,1,4.8,8,3,250
Cité verte,3.876149,11.489674,2,3.889307,11.495470,Nkom-kana,4,2.3,8,4,150
Cité verte,3.876150,11.489675,2,3.871170 ,11.455157,Nkolbisson,3,4.9,7,2,250
Cité verte,3.876151,11.489676,2,3.884218,11.506428,Tsinga,3,3.1,8,4,200
Cité verte,3.876152,11.489677,2,3.873974,11.509291,Briqueterie,5,2.6,8,3,200
Cité verte,3.876153,11.489678,2,3.878457,11.510559,Ecole de police(pharmacie),3,3.6,8,3,200
Cité verte,3.876154,11.489679,2,3.850885,11.500766,Ecole des postes(immeuble cyberlink),2,4.3,13,2,250
Cité verte,3.876155,11.489680,2,3.863715,11.545285,Emombo(Chapelle),2,7.3,14,3,400
Cité verte,3.876156,11.489681,2,3.868167,11.559176,Mimboman(don bosco),3,9.3,17,3,400
Cité verte,3.876157,11.489682,2,3.869619,11.542298,Essos(marché),5,7.1,14,3,400
Cité verte,3.876158,11.489683,2,3.882799,11.537976,Omnisport,3,7.9,17,5,400
Cité verte,3.876159,11.489684,2,3.897352,11.550365,Ngousso(station),5,6.5,15,5,300
Cité verte,3.876160,11.489685,2,3.815869,11.489237,Damas(rond point),3,8.9,15,3,400
Cité verte,3.876161,11.489686,2,3.831629,11.489602,Tam-tam,1,6.9,14,3,300
Cité verte,3.876162,11.489687,2,3.835291,11.494906,Nsimeyong(pharmacie),2,6.5,14,3,300
Cité verte,3.876163,11.489688,2,3.841461,11.488748,Accacia(marché),5,5,14,3,250
Cité verte,3.876164,11.489689,2,3.916084,11.523966,Etoudi(marché),5,9,18,3,400
Cité verte,3.876165,11.489690,2,3.915474,11.531633,Santa barbara(cyberlink),3,10.1,20,2,500
Cité verte,3.876166,11.489691,2,3.924443,11.522115,Emana,4,9.7,17,3,500
Cité verte,3.876167,11.489692,2,3.969259,11.544474,(Mission Catholique)Nkozoa,3,16,17,3,500
Cité verte,3.876168,11.489693,2,3.883732,11.519217,Nlongkak,3,5.1,12,3,300
Cité verte,3.876169,11.489694,2,3.863793,11.540184,Anguissa(lycée),2,7.1,14,2,400
Cité verte,3.876170,11.489695,2,3.843894,11.535655,Ekounou,3,7.9,17,5,400
Cité verte,3.876171,11.489696,2,3.811649,11.523198,Mvan,5,10.6,13,4,500
Cité verte,3.876172,11.489697,2,3.850423,11.522540,Mvog-bi,4,5.7,15,3,250
Cité verte,3.876173,11.489698,2,3.842369,11.508273,(Basilique Marie Reine des Apotres)Mvolyé,4,6.4,13,3,300
Cité verte,3.876174,11.489699,2,3.879979,11.481272,Fouda,2,1.4,11,5,100
Cité verte,3.876175,11.489700,2,3.865518,11.513821,Marché central,5,3.8,13,2,150
Cité verte,3.876176,11.489701,2,3.836345,11.469223,Mendong(carrefour banane),5,6.6,14,2,300
Cité verte,3.876177,11.489702,2,3.899579,11.525473,(Lycée)Mballa II,2,6.6,7,2,300
Cité verte,3.876178,11.489703,2,3.852458,11.498892,Cradat(restaurant),3,4.2,14,2,300
Cité verte,3.876179,11.489704,2,3.839471,11.507801,Efoulan(carrefour club france),1,7.3,14,5,400
Cité verte,3.876180,11.489705,2,3.900994,11.558921,Eleveur (tradex college ebanda),3,10.8,22,3,500
Cité verte,3.876181,11.489706,2,3.863931,11.528186,Mvog-ada,3,5.4,14,2,250
Cité verte,3.876182,11.489707,2,3.875079,11.516893,hotel de ville(avenue des banques),2,5.2,10,3,250
Cité verte,3.876183,11.489708,2,3.840961,11.477819,TKC(carrefour),3,5.4,12,2,250
Cité verte,3.876184,11.489709,2,3.869610,11.485476,Carrefour MEEC,1,1,5,3,100
Cité verte,3.876185,11.489710,2,3.849396,11.520556,Mvog Atangana Mballa(pharmacie),3,5.2,14,2,250
Cité verte,3.876186,11.489711,2,3.859047,11.505877,Ngoa Ekélé (lycée),4,3.4,11,2,200
Cité verte,3.876187,11.489712,2,3.856842,11.504406,Chateau(Université de Yaoundé I),5,3.6,11,2,200
