depart_nom,depart_latitude,depart_longitude,depart_agglomeration,arrive_latitude,arrive_longitude,arrive_nom,arrive_agglomeration,distance,virages,embouteillage,prix
TKC(carrefour),3.840961,11.477819,3,3.856842,11.504406,Chateau(Université de Yaoundé I),5,4.8,13,5,250
TKC(carrefour),3.840961,11.477819,3,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,10.7,32,3,500
Carrefour MEEC,3.869610,11.485476,1,3.849396,11.520556,Mvog Atangana Mballa(pharmacie),3,4.9,14,3,250
Carrefour MEEC,3.869610,11.485476,1,3.859047,11.505877,Ngoa Ekélé (lycée),4,3,10,4,200
Carrefour MEEC,3.869610,11.485476,1,3.856842,11.504406,Chateau(Université de Yaoundé I),5,4.2,10,5,250
Carrefour MEEC,3.869610,11.485476,1,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,9.8,23,3,500
Mvog Atangana Mballa(pharmacie),3.849396,11.520556,3,3.859047,11.505877,Ngoa Ekélé (lycée),4,2,8,4,150
Mvog Atangana Mballa(pharmacie),3.849396,11.520556,3,3.856842,11.504406,Chateau(Université de Yaoundé I),5,2.3,9,5,100
Mvog Atangana Mballa(pharmacie),3.849396,11.520556,3,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,4.5,20,3,400
Ngoa Ekélé (lycée),3.859047,11.505877,4,3.856842,11.504406,Chateau(Université de Yaoundé I),5,0.35,1,5,100
Ngoa Ekélé (lycée),3.859047,11.505877,4,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,6.9,13,3,400
Chateau(Université de Yaoundé I),3.856842,11.504406,5,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,7.1,23,3,400
mokolo-marché,3.876103,11.497105,5,3.863966,11.490792,Centre des handicapes,2,2.3,10,5,250
Total Melen,3.864167,11.496965,4,3.863966,11.490792,Centre des handicapes,2,7.5,5,3,150
Carefour EMIA,3.862409,11.504112,1,3.863966,11.490792,Centre des handicapes,2,1.614,9,3,200
Bastos(carrefour),3.892244,11.511425,2,3.863966,11.490792,Centre des handicapes,2,5.297,20,3,400
Cité verte,3.876147,11.489672,2,3.863966,11.490792,Centre des handicapes,2,2.3,16,1,200
Madagascar,3.882253,11.486947,2,3.863966,11.490792,Centre des handicapes,2,2.2,15,3,250
Carriere,3.987950,11.565433,3,3.863966,11.490792,Centre des handicapes,2,3.7,11,2,300
Bastos,3.896936,11.507444,1,3.863966,11.490792,Centre des handicapes,2,6.4,20,2,400
Nkom-kana,3.889307,11.495470,4,3.863966,11.490792,Centre des handicapes,2,4.3,19,2,300
Nkolbisson,3.871170 ,11.455157,3,3.863966,11.490792,Centre des handicapes,2,4.7,26,1,350
Tsinga,3.884218,11.506428,3,3.863966,11.490792,Centre des handicapes,2,4.4,15,2,300
Briqueterie,3.873974,11.509291,5,3.863966,11.490792,Centre des handicapes,2,2.9,15,5,250
Ecole de police(pharmacie),3.878457,11.510559,3,3.863966,11.490792,Centre des handicapes,2,3.9,17,2,300
Ecole des postes(immeuble cyberlink),3.850885,11.500766,2,3.863966,11.490792,Centre des handicapes,2,2.5,6,3,250
Emombo(Chapelle),3.863715,11.545285,2,3.863966,11.490792,Centre des handicapes,2,7.6,9,3,300
Mimboman(don bosco),3.868167,11.559176,3,3.863966,11.490792,Centre des handicapes,2,10.6,15,2,500
Essos(marché),3.869619,11.542298,5,3.863966,11.490792,Centre des handicapes,2,7.4,10,3,400
Omnisport,3.882799,11.537976,3,3.863966,11.490792,Centre des handicapes,2,8.7,13,5,400
Ngousso(station),3.897352,11.550365,5,3.863966,11.490792,Centre des handicapes,2,10.5,13,5,500
Damas(rond point),3.815869,11.489237,3,3.863966,11.490792,Centre des handicapes,2,7,11,3,300
Tam-tam,3.831629,11.489602,1,3.863966,11.490792,Centre des handicapes,2,5.2,12,1,200
Nsimeyong(pharmacie),3.835291,11.494906,2,3.863966,11.490792,Centre des handicapes,2,4.6,11,3,250
Accacia(marché),3.841461,11.488748,5,3.863966,11.490792,Centre des handicapes,2,3.4,8,1,100
Etoudi(marché),3.916084,11.523966,5,3.863966,11.490792,Centre des handicapes,2,9.7,14,3,350
Santa barbara(cyberlink),3.915474,11.531633,3,3.863966,11.490792,Centre des handicapes,2,10.8,17,3,400
Emana,3.924443,11.522115,4,3.863966,11.490792,Centre des handicapes,2,10.4,13,3,400
(Mission Catholique)Nkozoa,3.969259,11.544474,3,3.863966,11.490792,Centre des handicapes,2,16.6,7,2,500
Nlongkak,3.883732,11.519217,3,3.863966,11.490792,Centre des handicapes,2,5.4,12,3,400
Anguissa(lycée),3.863793,11.540184,2,3.863966,11.490792,Centre des handicapes,2,7.7,11,1,500
Ekounou,3.843894,11.535655,3,3.863966,11.490792,Centre des handicapes,2,6.5,13,3,500
Mvan,3.811649,11.523198,5,3.863966,11.490792,Centre des handicapes,2,9.3,12,5,400
Mvog-bi,3.850423,11.522540,4,3.863966,11.490792,Centre des handicapes,2,4.8,10,3,300
(Basilique Marie Reine des Apotres)Mvolyé,3.842369,11.508273,4,3.863966,11.490792,Centre des handicapes,2,3.8,12,4,300
Fouda,3.879979,11.481272,2,3.863966,11.490792,Centre des handicapes,2,4,8,5,400
Marché central,3.865518,11.513821,5,3.863966,11.490792,Centre des handicapes,2,3.9,7,2,250
Mendong(carrefour banane),3.836345,11.469223,5,3.863966,11.490792,Centre des handicapes,2,5,11,1,100
(Lycée)Mballa II,3.899579,11.525473,2,3.863966,11.490792,Centre des handicapes,2,7.4,9,2,400
Cradat(restaurant),3.852458,11.498892,3,3.863966,11.490792,Centre des handicapes,2,2.2,6,4,300
Efoulan(carrefour club france),3.839471,11.507801,1,3.863966,11.490792,Centre des handicapes,2,5.1,8,3,300
Eleveur (tradex college ebanda),3.900994,11.558921,3,3.863966,11.490792,Centre des handicapes,2,11.4,13,5,500
Mvog-ada,3.863931,11.528186,3,3.863966,11.490792,Centre des handicapes,2,5.7,9,3,300
hotel de ville(avenue des banques),3.875079,11.516893,2,3.863966,11.490792,Centre des handicapes,2,4.5,11,2,300
TKC(carrefour),3.840961,11.477819,3,3.863966,11.490792,Centre des handicapes,2,3.7,8,3,100
Carrefour MEEC,3.869610,11.485476,1,3.863966,11.490792,Centre des handicapes,2,1.1,3,1,100
Mvog Atangana Mballa(pharmacie),3.849396,11.520556,3,3.863966,11.490792,Centre des handicapes,2,4.7,8,3,150
Ngoa Ekélé (lycée),3.859047,11.505877,4,3.863966,11.490792,Centre des handicapes,2,2,8,2,200
Chateau(Université de Yaoundé I),3.856842,11.504406,5,3.863966,11.490792,Centre des handicapes,2,2.8,9,2,250
Ekoumdoum (Carrefour de l'Amitié),3.8254497,11.5345335,3,3.863966,11.490792,Centre des handicapes,2,8.8,20,3,600
Total Melen,3.864167,11.496965,4,3.876103,11.497105,mokolo-marché,5,1.6,4,2,150
Carefour EMIA,3.862409,11.504112,1,3.876103,11.497105,mokolo-marché,5,2.7,10,3,200
Bastos(carrefour),3.892244,11.511425,2,3.876103,11.497105,mokolo-marché,5,4.3,9,3,150
Cité verte,3.876147,11.489672,2,3.876103,11.497105,mokolo-marché,5,1.5,6,3,100
Madagascar,3.882253,11.486947,2,3.876103,11.497105,mokolo-marché,5,1.5,3,4,250
Bastos,3.896936,11.507444,1,3.876103,11.497105,mokolo-marché,5,4.5,9,3,250
Nkom-kana,3.889307,11.495470,4,3.876103,11.497105,mokolo-marché,5,2,12,3,200
Nkolbisson,3.871170 ,11.455157,3,3.876103,11.497105,mokolo-marché,5,6.3,9,2,250
Tsinga,3.884218,11.506428,3,3.876103,11.497105,mokolo-marché,5,1.7,5,2,150
Briqueterie,3.873974,11.509291,5,3.876103,11.497105,mokolo-marché,5,1.5,9,2,100
Ecole de police(pharmacie),3.878457,11.510559,3,3.876103,11.497105,mokolo-marché,5,2.5,10,3,200
Ecole des postes(immeuble cyberlink),3.850885,11.500766,2,3.876103,11.497105,mokolo-marché,5,4,10,3,200
Emombo(Chapelle),3.863715,11.545285,2,3.876103,11.497105,mokolo-marché,5,6.3,11,3,300
Mimboman(don bosco),3.868167,11.559176,3,3.876103,11.497105,mokolo-marché,5,8.2,20,2,400
Essos(marché),3.869619,11.542298,5,3.876103,11.497105,mokolo-marché,5,6.1,12,4,300
Omnisport,3.882799,11.537976,3,3.876103,11.497105,mokolo-marché,5,7,16,5,300
Ngousso(station),3.897352,11.550365,5,3.876103,11.497105,mokolo-marché,5,8.8,19,5,300
Damas(rond point),3.815869,11.489237,3,3.876103,11.497105,mokolo-marché,5,10.4,10,3,300
Tam-tam,3.831629,11.489602,1,3.876103,11.497105,mokolo-marché,5,6.9,20,3,250
Nsimeyong(pharmacie),3.835291,11.494906,2,3.876103,11.497105,mokolo-marché,5,6.1,17,3,250
Accacia(marché),3.841461,11.488748,5,3.876103,11.497105,mokolo-marché,5,4.7,15,3,200
Etoudi(marché),3.916084,11.523966,5,3.876103,11.497105,mokolo-marché,5,7.9,11,2,250
Santa barbara(cyberlink),3.915474,11.531633,3,3.876103,11.497105,mokolo-marché,5,9,21,3,300
Emana,3.924443,11.522115,4,3.876103,11.497105,mokolo-marché,5,8.6,14,3,300
(Mission Catholique)Nkozoa,3.969259,11.544474,3,3.876103,11.497105,mokolo-marché,5,14.9,7,2,500
Nlongkak,3.883732,11.519217,3,3.876103,11.497105,mokolo-marché,5,3.9,12,2,150
Anguissa(lycée),3.863793,11.540184,2,3.876103,11.497105,mokolo-marché,5,6,13,3,250
Ekounou,3.843894,11.535655,3,3.876103,11.497105,mokolo-marché,5,6.9,14,3,300
Mvan,3.811649,11.523198,5,3.876103,11.497105,mokolo-marché,5,10.5,15,4,450
Mvog-bi,3.850423,11.522540,4,3.876103,11.497105,mokolo-marché,5,4.6,13,3,200
(Basilique Marie Reine des Apotres)Mvolyé,3.842369,11.508273,4,3.876103,11.497105,mokolo-marché,5,6.2,11,4,250
Fouda,3.879979,11.481272,2,3.876103,11.497105,mokolo-marché,5,2.3,6,3,200
Marché central,3.865518,11.513821,5,3.876103,11.497105,mokolo-marché,5,2.8,19,2,150
Mendong(carrefour banane),3.836345,11.469223,5,3.876103,11.497105,mokolo-marché,5,8,14,3,250
(Lycée)Mballa II,3.899579,11.525473,2,3.876103,11.497105,mokolo-marché,5,5.7,14,2,250
Cradat(restaurant),3.852458,11.498892,3,3.876103,11.497105,mokolo-marché,5,3.8,10,2,200
Efoulan(carrefour club france),3.839471,11.507801,1,3.876103,11.497105,mokolo-marché,5,7.1,10,3,250
Eleveur (tradex college ebanda),3.900994,11.558921,3,3.876103,11.497105,mokolo-marché,5,9.7,20,5,300
Mvog-ada,3.863931,11.528186,3,3.876103,11.497105,mokolo-marché,5,4.3,15,4,200
hotel de ville(avenue des banques),3.875079,11.516893,2,3.876103,11.497105,mokolo-marché,5,3,10,2,150
TKC(carrefour),3.840961,11.477819,3,3.876103,11.497105,mokolo-marché,5,6.3,12,4,250
Carrefour MEEC,3.869610,11.485476,1,3.876103,11.497105,mokolo-marché,5,2.7,7,1,100
Mvog Atangana Mballa(pharmacie),3.849396,11.520556,3,3.876103,11.497105,mokolo-marché,5,4.7,10,3,200
Ngoa Ekélé (lycée),3.859047,11.505877,4,3.876103,11.497105,mokolo-marché,5,3.3,9,2,150
Chateau(Université de Yaoundé I),3.856842,11.504406,5,3.876103,11.497105,mokolo-marché,5,3.7,9,2,150
Ekoumdoum (Carrefour de l'Amitié),3.8254497,11.5345335,3,3.876103,11.497105,mokolo-marché,5,9,21,3,500
Carefour EMIA,3.862409,11.504112,1,3.864167,11.496965,Total Melen,4,1.614,1,1,100
Bastos(carrefour),3.892244,11.511425,2,3.864167,11.496965,Total Melen,4,4.597,11,2,150
Cité verte,3.876147,11.489672,2,3.864167,11.496965,Total Melen,4,2,10,2,150
Madagascar,3.882253,11.486947,2,3.864167,11.496965,Total Melen,4,3.6,11,3,150
Bastos,3.896936,11.507444,1,3.864167,11.496965,Total Melen,4,6.7,16,2,250
Nkom-kana,3.889307,11.495470,4,3.864167,11.496965,Total Melen,4,4.3,15,3,200
Nkolbisson,3.871170 ,11.455157,3,3.864167,11.496965,Total Melen,4,5.8,13,1,250
Tsinga,3.884218,11.506428,3,3.864167,11.496965,Total Melen,4,3,15,3,200
Briqueterie,3.873974,11.509291,5,3.864167,11.496965,Total Melen,4,2.9,6,3,150
Ecole de police(pharmacie),3.878457,11.510559,3,3.864167,11.496965,Total Melen,4,3.9,10,3,200
Ecole des postes(immeuble cyberlink),3.850885,11.500766,2,3.864167,11.496965,Total Melen,4,2.5,12,1,200
Emombo(Chapelle),3.863715,11.545285,2,3.864167,11.496965,Total Melen,4,6.9,13,3,300
Mimboman(don bosco),3.868167,11.559176,3,3.864167,11.496965,Total Melen,4,8.9,20,3,300
Essos(marché),3.869619,11.542298,5,3.864167,11.496965,Total Melen,4,6.7,13,3,250
Omnisport,3.882799,11.537976,3,3.864167,11.496965,Total Melen,4,7.9,14,5,300
Ngousso(station),3.897352,11.550365,5,3.864167,11.496965,Total Melen,4,5.9,18,5,300
Damas(rond point),3.815869,11.489237,3,3.864167,11.496965,Total Melen,4,8.4,9,3,250
Tam-tam,3.831629,11.489602,1,3.864167,11.496965,Total Melen,4,5.6,8,2,200
Nsimeyong(pharmacie),3.835291,11.494906,2,3.864167,11.496965,Total Melen,4,4.8,8,2,200
Accacia(marché),3.841461,11.488748,5,3.864167,11.496965,Total Melen,4,3.5,11,3,150
Etoudi(marché),3.916084,11.523966,5,3.864167,11.496965,Total Melen,4,8.9,15,2,200
Santa barbara(cyberlink),3.915474,11.531633,3,3.864167,11.496965,Total Melen,4,10,18,2,200
Emana,3.924443,11.522115,4,3.864167,11.496965,Total Melen,4,8.9,7,2,300
(Mission Catholique)Nkozoa,3.969259,11.544474,3,3.864167,11.496965,Total Melen,4,15.9,7,3,350
Nlongkak,3.883732,11.519217,3,3.864167,11.496965,Total Melen,4,4.7,13,2,250
Anguissa(lycée),3.863793,11.540184,2,3.864167,11.496965,Total Melen,4,6.7,13,3,300
Ekounou,3.843894,11.535655,3,3.864167,11.496965,Total Melen,4,5.8,12,3,300
Mvan,3.811649,11.523198,5,3.864167,11.496965,Total Melen,4,8.7,17,5,300
Mvog-bi,3.850423,11.522540,4,3.864167,11.496965,Total Melen,4,4.1,10,3,250
(Basilique Marie Reine des Apotres)Mvolyé,3.842369,11.508273,4,3.864167,11.496965,Total Melen,4,4.3,9,4,250
Fouda,3.879979,11.481272,2,3.864167,11.496965,Total Melen,4,3.4,15,4,250
Marché central,3.865518,11.513821,5,3.864167,11.496965,Total Melen,4,3.2,16,2,150
Mendong(carrefour banane),3.836345,11.469223,5,3.864167,11.496965,Total Melen,4,6.1,21,3,200
(Lycée)Mballa II,3.899579,11.525473,2,3.864167,11.496965,Total Melen,4,6.6,16,2,250
Cradat(restaurant),3.852458,11.498892,3,3.864167,11.496965,Total Melen,4,2.4,10,2,150
Efoulan(carrefour club france),3.839471,11.507801,1,3.864167,11.496965,Total Melen,4,5.2,10,2,300
Eleveur (tradex college ebanda),3.900994,11.558921,3,3.864167,11.496965,Total Melen,4,10.7,21,5,400
Mvog-ada,3.863931,11.528186,3,3.864167,11.496965,Total Melen,4,5.2,14,3,250
hotel de ville(avenue des banques),3.875079,11.516893,2,3.864167,11.496965,Total Melen,4,4.2,13,2,250
TKC(carrefour),3.840961,11.477819,3,3.864167,11.496965,Total Melen,4,4.8,9,3,200
Carrefour MEEC,3.869610,11.485476,1,3.864167,11.496965,Total Melen,4,2.1,7,1,100
Mvog Atangana Mballa(pharmacie),3.849396,11.520556,3,3.864167,11.496965,Total Melen,4,3.2,8,3,200
Ngoa Ekélé (lycée),3.859047,11.505877,4,3.864167,11.496965,Total Melen,4,1.3,5,2,100
Chateau(Université de Yaoundé I),3.856842,11.504406,5,3.864167,11.496965,Total Melen,4,1.6,5,2,100
Ekoumdoum (Carrefour de l'Amitié),3.8254497,11.5345335,3,3.864167,11.496965,Total Melen,4,8.1,20,3,500
Bastos(carrefour),3.892244,11.511425,2,3.862409,11.504112,Carefour EMIA,1,4.9,8,2,400
Cité verte,3.876147,11.489672,2,3.862409,11.504112,Carefour EMIA,1,2.9,11,2,300
Madagascar,3.882253,11.486947,2,3.862409,11.504112,Carefour EMIA,1,4.4,11,3,200
Bastos,3.896936,11.507444,1,3.862409,11.504112,Carefour EMIA,1,5.9,13,3,200
Nkom-kana,3.889307,11.495470,4,3.862409,11.504112,Carefour EMIA,1,4.9,16,3,300
Nkolbisson,3.871170 ,11.455157,3,3.862409,11.504112,Carefour EMIA,1,6.3,7,2,150
Tsinga,3.884218,11.506428,3,3.862409,11.504112,Carefour EMIA,1,4.5,12,3,300
Briqueterie,3.873974,11.509291,5,3.862409,11.504112,Carefour EMIA,1,2.1,4,3,250
Ecole de police(pharmacie),3.878457,11.510559,3,3.862409,11.504112,Carefour EMIA,1,3.1,10,4,250
Ecole des postes(immeuble cyberlink),3.850885,11.500766,2,3.862409,11.504112,Carefour EMIA,1,1.8,8,3,250
Emombo(Chapelle),3.863715,11.545285,2,3.862409,11.504112,Carefour EMIA,1,5.9,10,3,100
Mimboman(don bosco),3.868167,11.559176,3,3.862409,11.504112,Carefour EMIA,1,7.8,16,3,300
Essos(marché),3.869619,11.542298,5,3.862409,11.504112,Carefour EMIA,1,5.7,12,4,350
Omnisport,3.882799,11.537976,3,3.862409,11.504112,Carefour EMIA,1,5.9,12,5,300
Ngousso(station),3.897352,11.550365,5,3.862409,11.504112,Carefour EMIA,1,9,21,5,250
Damas(rond point),3.815869,11.489237,3,3.862409,11.504112,Carefour EMIA,1,7.7,7,2,400
Tam-tam,3.831629,11.489602,1,3.862409,11.504112,Carefour EMIA,1,5.1,7,3,350
Nsimeyong(pharmacie),3.835291,11.494906,2,3.862409,11.504112,Carefour EMIA,1,4.3,7,3,300
Accacia(marché),3.841461,11.488748,5,3.862409,11.504112,Carefour EMIA,1,4,8,4,300
Etoudi(marché),3.916084,11.523966,5,3.862409,11.504112,Carefour EMIA,1,8.1,13,3,250
Santa barbara(cyberlink),3.915474,11.531633,3,3.862409,11.504112,Carefour EMIA,1,9.2,12,3,200
Emana,3.924443,11.522115,4,3.862409,11.504112,Carefour EMIA,1,8.8,16,3,400
(Mission Catholique)Nkozoa,3.969259,11.544474,3,3.862409,11.504112,Carefour EMIA,1,15.1,6,2,400
Nlongkak,3.883732,11.519217,3,3.862409,11.504112,Carefour EMIA,1,3.9,10,3,500
Anguissa(lycée),3.863793,11.540184,2,3.862409,11.504112,Carefour EMIA,1,6.1,12,2,250
Ekounou,3.843894,11.535655,3,3.862409,11.504112,Carefour EMIA,1,5,10,3,400
Mvan,3.811649,11.523198,5,3.862409,11.504112,Carefour EMIA,1,7.7,15,5,300
Mvog-bi,3.850423,11.522540,4,3.862409,11.504112,Carefour EMIA,1,3.3,8,3,350
(Basilique Marie Reine des Apotres)Mvolyé,3.842369,11.508273,4,3.862409,11.504112,Carefour EMIA,1,3.5,9,4,250
Fouda,3.879979,11.481272,2,3.862409,11.504112,Carefour EMIA,1,4.1,11,5,200
Marché central,3.865518,11.513821,5,3.862409,11.504112,Carefour EMIA,1,2.4,11,2,200
Mendong(carrefour banane),3.836345,11.469223,5,3.862409,11.504112,Carefour EMIA,1,6.6,16,3,100
(Lycée)Mballa II,3.899579,11.525473,2,3.862409,11.504112,Carefour EMIA,1,5.9,8,2,250
Cradat(restaurant),3.852458,11.498892,3,3.862409,11.504112,Carefour EMIA,1,1.6,8,2,300
Efoulan(carrefour club france),3.839471,11.507801,1,3.862409,11.504112,Carefour EMIA,1,4.4,8,3,100
Eleveur (tradex college ebanda),3.900994,11.558921,3,3.862409,11.504112,Carefour EMIA,1,9.9,19,5,200
Mvog-ada,3.863931,11.528186,3,3.862409,11.504112,Carefour EMIA,1,3.9,12,5,400
hotel de ville(avenue des banques),3.875079,11.516893,2,3.862409,11.504112,Carefour EMIA,1,2.9,11,2,150
TKC(carrefour),3.840961,11.477819,3,3.862409,11.504112,Carefour EMIA,1,5.3,9,3,200
Carrefour MEEC,3.869610,11.485476,1,3.862409,11.504112,Carefour EMIA,1,2.7,6,2,250
Mvog Atangana Mballa(pharmacie),3.849396,11.520556,3,3.862409,11.504112,Carefour EMIA,1,2.9,7,3,100
Ngoa Ekélé (lycée),3.859047,11.505877,4,3.862409,11.504112,Carefour EMIA,1,0.5,3,2,150
Chateau(Université de Yaoundé I),3.856842,11.504406,5,3.862409,11.504112,Carefour EMIA,1,1,3,2,100
Ekoumdoum (Carrefour de l'Amitié),3.8254497,11.5345335,3,3.862409,11.504112,Carefour EMIA,1,7.3,18,3,100
Cité verte,3.876147,11.489672,2,3.892244,11.511425,Bastos(carrefour),2,4.6,15,3,400
Madagascar,3.882253,11.486947,2,3.892244,11.511425,Bastos(carrefour),2,4.5,9,3,250
Bastos,3.896936,11.507444,1,3.892244,11.511425,Bastos(carrefour),2,0.8,1,1,250
Nkom-kana,3.889307,11.495470,4,3.892244,11.511425,Bastos(carrefour),2,3.1,10,3,100
Nkolbisson,3.871170 ,11.455157,3,3.892244,11.511425,Bastos(carrefour),2,10.2,15,2,150
Tsinga,3.884218,11.506428,3,3.892244,11.511425,Bastos(carrefour),2,1.7,9,3,300
Briqueterie,3.873974,11.509291,5,3.892244,11.511425,Bastos(carrefour),2,3.1,11,3,100
Ecole de police(pharmacie),3.878457,11.510559,3,3.892244,11.511425,Bastos(carrefour),2,1.9,7,3,250
Ecole des postes(immeuble cyberlink),3.850885,11.500766,2,3.892244,11.511425,Bastos(carrefour),2,6.2,16,3,100
Emombo(Chapelle),3.863715,11.545285,2,3.892244,11.511425,Bastos(carrefour),2,6.9,10,3,250
Mimboman(don bosco),3.868167,11.559176,3,3.892244,11.511425,Bastos(carrefour),2,8.9,27,3,250
Essos(marché),3.869619,11.542298,5,3.892244,11.511425,Bastos(carrefour),2,6.7,18,4,300
Omnisport,3.882799,11.537976,3,3.892244,11.511425,Bastos(carrefour),2,4.5,14,5,300
Ngousso(station),3.897352,11.550365,5,3.892244,11.511425,Bastos(carrefour),2,5.3,21,5,250
Damas(rond point),3.815869,11.489237,3,3.892244,11.511425,Bastos(carrefour),2,11.1,18,3,250
Tam-tam,3.831629,11.489602,1,3.892244,11.511425,Bastos(carrefour),2,10,17,2,400
Nsimeyong(pharmacie),3.835291,11.494906,2,3.892244,11.511425,Bastos(carrefour),2,9.2,17,2,400
Accacia(marché),3.841461,11.488748,5,3.892244,11.511425,Bastos(carrefour),2,9.5,18,3,400
Etoudi(marché),3.916084,11.523966,5,3.892244,11.511425,Bastos(carrefour),2,4.7,6,3,400
Santa barbara(cyberlink),3.915474,11.531633,3,3.892244,11.511425,Bastos(carrefour),2,5.8,13,3,300
Emana,3.924443,11.522115,4,3.892244,11.511425,Bastos(carrefour),2,5.4,6,3,300
(Mission Catholique)Nkozoa,3.969259,11.544474,3,3.892244,11.511425,Bastos(carrefour),2,11.7,5,3,250
Nlongkak,3.883732,11.519217,3,3.892244,11.511425,Bastos(carrefour),2,2.5,8,2,500
Anguissa(lycée),3.863793,11.540184,2,3.892244,11.511425,Bastos(carrefour),2,6.7,15,2,150
Ekounou,3.843894,11.535655,3,3.892244,11.511425,Bastos(carrefour),2,7.6,12,3,250
Mvan,3.811649,11.523198,5,3.892244,11.511425,Bastos(carrefour),2,11.3,19,5,300
Mvog-bi,3.850423,11.522540,4,3.892244,11.511425,Bastos(carrefour),2,5.3,11,2,500
(Basilique Marie Reine des Apotres)Mvolyé,3.842369,11.508273,4,3.892244,11.511425,Bastos(carrefour),2,7,13,4,250
Fouda,3.879979,11.481272,2,3.892244,11.511425,Bastos(carrefour),2,5.3,14,5,300
Marché central,3.865518,11.513821,5,3.892244,11.511425,Bastos(carrefour),2,3.2,21,2,350
Mendong(carrefour banane),3.836345,11.469223,5,3.892244,11.511425,Bastos(carrefour),2,10.9,23,3,200
(Lycée)Mballa II,3.899579,11.525473,2,3.892244,11.511425,Bastos(carrefour),2,2.3,6,2,400
Cradat(restaurant),3.852458,11.498892,3,3.892244,11.511425,Bastos(carrefour),2,6.1,16,2,150
Efoulan(carrefour club france),3.839471,11.507801,1,3.892244,11.511425,Bastos(carrefour),2,7.2,16,3,300
Eleveur (tradex college ebanda),3.900994,11.558921,3,3.892244,11.511425,Bastos(carrefour),2,7.3,19,5,400
Mvog-ada,3.863931,11.528186,3,3.892244,11.511425,Bastos(carrefour),2,5,15,3,400
hotel de ville(avenue des banques),3.875079,11.516893,2,3.892244,11.511425,Bastos(carrefour),2,2.8,9,2,250
TKC(carrefour),3.840961,11.477819,3,3.892244,11.511425,Bastos(carrefour),2,9.7,16,3,150
Carrefour MEEC,3.869610,11.485476,1,3.892244,11.511425,Bastos(carrefour),2,5.6,13,2,400
Mvog Atangana Mballa(pharmacie),3.849396,11.520556,3,3.892244,11.511425,Bastos(carrefour),2,5.9,12,3,250
Ngoa Ekélé (lycée),3.859047,11.505877,4,3.892244,11.511425,Bastos(carrefour),2,4,15,2,250
Chateau(Université de Yaoundé I),3.856842,11.504406,5,3.892244,11.511425,Bastos(carrefour),2,5.2,15,2,250
Ekoumdoum (Carrefour de l'Amitié),3.8254497,11.5345335,3,3.892244,11.511425,Bastos(carrefour),2,9.7,26,3,250
Madagascar,3.882253,11.486947,2,3.876147,11.489672,Cité verte,2,1.7,8,4,500
Bastos,3.896936,11.507444,1,3.876147,11.489672,Cité verte,2,4.8,15,3,100
Nkom-kana,3.889307,11.495470,4,3.876147,11.489672,Cité verte,2,2.3,8,4,250
Nkolbisson,3.871170 ,11.455157,3,3.876147,11.489672,Cité verte,2,4.9,8,2,150
Tsinga,3.884218,11.506428,3,3.876147,11.489672,Cité verte,2,3.1,10,4,250
Briqueterie,3.873974,11.509291,5,3.876147,11.489672,Cité verte,2,2.6,11,3,200
Ecole de police(pharmacie),3.878457,11.510559,3,3.876147,11.489672,Cité verte,2,3.6,13,3,200
Ecole des postes(immeuble cyberlink),3.850885,11.500766,2,3.876147,11.489672,Cité verte,2,4.3,17,2,200
Emombo(Chapelle),3.863715,11.545285,2,3.876147,11.489672,Cité verte,2,7.3,16,3,250
Mimboman(don bosco),3.868167,11.559176,3,3.876147,11.489672,Cité verte,2,9.3,23,3,400
Essos(marché),3.869619,11.542298,5,3.876147,11.489672,Cité verte,2,7.1,18,3,400
Omnisport,3.882799,11.537976,3,3.876147,11.489672,Cité verte,2,7.9,19,5,400
Ngousso(station),3.897352,11.550365,5,3.876147,11.489672,Cité verte,2,6.5,23,5,400
Damas(rond point),3.815869,11.489237,3,3.876147,11.489672,Cité verte,2,8.9,21,3,300
Tam-tam,3.831629,11.489602,1,3.876147,11.489672,Cité verte,2,6.9,17,3,400
Nsimeyong(pharmacie),3.835291,11.494906,2,3.876147,11.489672,Cité verte,2,6.5,17,3,300
Accacia(marché),3.841461,11.488748,5,3.876147,11.489672,Cité verte,2,5,16,3,300
Etoudi(marché),3.916084,11.523966,5,3.876147,11.489672,Cité verte,2,9,21,3,250
Santa barbara(cyberlink),3.915474,11.531633,3,3.876147,11.489672,Cité verte,2,10.1,23,2,400
Emana,3.924443,11.522115,4,3.876147,11.489672,Cité verte,2,9.7,20,3,500
(Mission Catholique)Nkozoa,3.969259,11.544474,3,3.876147,11.489672,Cité verte,2,16,17,3,500
Nlongkak,3.883732,11.519217,3,3.876147,11.489672,Cité verte,2,5.1,15,3,500
Anguissa(lycée),3.863793,11.540184,2,3.876147,11.489672,Cité verte,2,7.1,18,2,300
Ekounou,3.843894,11.535655,3,3.876147,11.489672,Cité verte,2,7.9,20,5,400
Mvan,3.811649,11.523198,5,3.876147,11.489672,Cité verte,2,10.6,20,4,400
